2024-11-12,17.20,20,Cloudy,Noche
2024-11-12,17.20,20,Cloudy,Noche
2024-11-19,17.00,20,Mostly cloudy,Noche,1.11,78.80,18.00
2024-11-19,17.00,20,Mostly cloudy,Noche,1.11,78.80,18.00
2024-11-19,20.60,34,Mostly cloudy,Día,1.11,78.80,18.00
